"commodity_value","id_time","id_commodity","id_valuecommodity"
0,199003,27,"19900327"
0,199003,30,"19900330"
68.7690824158012,199004,2,"1990042"
1336,199004,4,"1990044"
57.3899993896484,199004,5,"1990045"
428.8,199004,6,"1990046"
82.8699951171875,199004,7,"1990047"
761.43,199004,8,"1990048"
100,199004,9,"1990049"
118.498336791992,199004,11,"19900411"
2945.97,199004,12,"19900412"
220.639565655476,199004,13,"19900413"
99.643558095238,199004,14,"19900414"
38.0099983215332,199004,17,"19900417"
498.24412,199004,18,"19900418"
220.66795685,199004,19,"19900419"
15.2400016784668,199004,20,"19900420"
609.507936507935,199004,21,"19900421"
194.809997558594,199004,22,"19900422"
159.467529296875,199004,23,"19900423"
1.55059523809523,199004,24,"19900424"
4.98000001907349,199004,25,"19900425"
482.336493395455,199004,26,"19900426"
0,199004,27,"19900427"
0,199004,30,"19900430"
71.0260764087814,199005,2,"1990052"
1443,199005,4,"1990054"
55.0299987792969,199005,5,"1990055"
444.77,199005,6,"1990056"
85.6000061035156,199005,7,"1990057"
768.48,199005,8,"1990058"
99.4599914550781,199005,9,"1990059"
121.254096984863,199005,11,"19900511"
3021.102,199005,12,"19900512"
232.208681457635,199005,13,"19900513"
115.678153650794,199005,14,"19900514"
38.75,199005,17,"19900517"
526.90418,199005,18,"19900518"
228.31600323125,199005,19,"19900519"
14.6199989318848,199005,20,"19900520"
621.768115942028,199005,21,"19900521"
187.020004272461,199005,22,"19900522"
149.179290771484,199005,23,"19900523"
1.56630434782608,199005,24,"19900524"
5.03000020980835,199005,25,"19900525"
447.257475693967,199005,26,"19900526"
0,199005,27,"19900527"
0,199005,30,"19900530"
80.2318685405609,199006,2,"1990062"
1330,199006,4,"1990064"
52.3800010681152,199006,5,"1990065"
430.43,199006,6,"1990066"
90.1799926757813,199006,7,"1990067"
767.38,199006,8,"1990068"
97.8999938964844,199006,9,"1990069"
120.073066711426,199006,11,"19900611"
3074.49,199006,12,"19900612"
224.771392727676,199006,13,"19900613"
121.461122539682,199006,14,"19900614"
38.6699981689453,199006,17,"19900617"
531.754344,199006,18,"19900618"
221.05839765625,199006,19,"19900619"
12.9700012207031,199006,20,"19900620"
612.373015873015,199006,21,"19900621"
181.490005493164,199006,22,"19900622"
135.584136962891,199006,23,"19900623"
1.41714285714285,199006,24,"19900624"
5.03000020980835,199006,25,"19900625"
440.99336539013,199006,26,"19900626"
0,199006,27,"19900627"
0,199006,30,"19900630"
77.9935506085322,199007,2,"1990072"
1346,199007,4,"1990074"
51.4700012207031,199007,5,"1990075"
435.43,199007,6,"1990076"
91.7900085449219,199007,7,"1990077"
778.18,199007,8,"1990078"
96.75,199007,9,"1990079"
114.955192565918,199007,11,"19900711"
3252.204,199007,12,"19900712"
230.555950628755,199007,13,"19900713"
96.1887974603174,199007,14,"19900714"
39.0099983215332,199007,17,"19900717"
530.652034,199007,18,"19900718"
222.4593911375,199007,19,"19900719"
12,199007,20,"19900720"
589.287878787878,199007,21,"19900721"
189.789993286133,199007,22,"19900722"
124.92847442627,199007,23,"19900723"
1.28170454545454,199007,24,"19900724"
4.94999980926514,199007,25,"19900725"
418.442568296316,199007,26,"19900726"
0,199007,27,"19900727"
0,199007,30,"19900730"
83.7762764196815,199008,2,"1990082"
1284,199008,4,"1990084"
55.0999984741211,199008,5,"1990085"
421.39,199008,6,"1990086"
81.2799987792969,199008,7,"1990087"
963.04,199008,8,"1990088"
91.8900146484375,199008,9,"1990089"
109.83731842041,199008,11,"19900811"
3416.706,199008,12,"19900812"
240.472335602035,199008,13,"19900813"
93.9732444444444,199008,14,"19900814"
40.0800018310547,199008,17,"19900817"
536.82497,199008,18,"19900818"
222.71202930625,199008,19,"19900819"
10.9300003051758,199008,20,"19900820"
581.152173913044,199008,21,"19900821"
174.550003051758,199008,22,"19900822"
116.844856262207,199008,23,"19900823"
1.15173913043478,199008,24,"19900824"
4.75,199008,25,"19900825"
418.442568296316,199008,26,"19900826"
0,199008,27,"19900827"
0,199008,30,"19900830"
88.3859504253821,199009,2,"1990092"
1371,199009,4,"1990094"
57.0900001525879,199009,5,"1990095"
422.95,199009,6,"1990096"
81.2799987792969,199009,7,"1990097"
1252.5,199009,8,"1990098"
87.6600036621094,199009,9,"1990099"
102.357360839844,199009,11,"19900911"
3383.622,199009,12,"19900912"
234.687777700955,199009,13,"19900913"
95.6818488888888,199009,14,"19900914"
40.6199989318848,199009,17,"19900917"
524.479098,199009,18,"19900918"
226.91500975,199009,19,"19900919"
11.0200004577637,199009,20,"19900920"
580.133333333332,199009,21,"19900921"
185.25,199009,22,"19900922"
114.272811889648,199009,23,"19900923"
1.11075,199009,24,"19900924"
4.46000003814697,199009,25,"19900925"
412.178457992479,199009,26,"19900926"
0,199009,27,"19900927"
0,199009,30,"19900930"
88.1628374110534,199010,2,"1990102"
1309,199010,4,"1990104"
58.0499992370605,199010,5,"1990105"
429.86,199010,6,"1990106"
81.3599853515625,199010,7,"1990107"
1780.43,199010,8,"1990108"
84.5899963378906,199010,9,"1990109"
99.9952697753906,199010,11,"19901011"
3501.09,199010,12,"19901012"
239.645970187595,199010,13,"19901013"
113.631583492063,199010,14,"19901014"
40.6500015258789,199010,17,"19901017"
487.882406,199010,18,"19901018"
224.802035975,199010,19,"19901019"
9.38999938964844,199010,20,"19901020"
594.23188405797,199010,21,"19901021"
220.199996948242,199010,22,"19901022"
114.640243530273,199010,23,"19901023"
1.2191304347826,199010,24,"19901024"
4.46000003814697,199010,25,"19901025"
394.638949141736,199010,26,"19901026"
0,199010,27,"19901027"
0,199010,30,"19901030"
91.4739658980174,199011,2,"1990112"
1352,199011,4,"1990114"
56.7900009155273,199011,5,"1990115"
432.07,199011,6,"1990116"
82.4299926757813,199011,7,"1990117"
1743.18,199011,8,"1990118"
82.8599853515625,199011,9,"1990119"
99.9952697753906,199011,11,"19901111"
3535.092,199011,12,"19901112"
274.353317594075,199011,13,"19901113"
110.740099047619,199011,14,"19901114"
40.7400016784668,199011,17,"19901117"
458.120036,199011,18,"19901118"
211.84858805,199011,19,"19901119"
10.060001373291,199011,20,"19901120"
601.666666666666,199011,21,"19901121"
228.600006103516,199011,22,"19901122"
112.803070068359,199011,23,"19901123"
1.12761363636363,199011,24,"19901124"
4.44999980926514,199011,25,"19901125"
334.5034902249,199011,26,"19901126"
0,199011,27,"19901127"
0,199011,30,"19901130"
89.8132705081484,199012,2,"1990122"
1297,199012,4,"1990124"
57.0400009155273,199012,5,"1990125"
420.13,199012,6,"1990126"
83.8599853515625,199012,7,"1990127"
1488.1,199012,8,"1990128"
84.8500061035156,199012,9,"1990129"
102.357360839844,199012,11,"19901211"
3468.996,199012,12,"19901212"
285.922433396234,199012,13,"19901213"
106.496751746032,199012,14,"19901214"
40.1399993896484,199012,17,"19901217"
466.27713,199012,18,"19901218"
213.8696934,199012,19,"19901219"
9.7400016784668,199012,20,"19901220"
638.158730158729,199012,21,"19901221"
219.949996948242,199012,22,"19901222"
113.17049407959,199012,23,"19901223"
1.10714285714285,199012,24,"19901224"
4.57999992370605,199012,25,"19901225"
328.239379921063,199012,26,"19901226"
0,199012,27,"19901227"
0,199012,30,"19901230"
93.8846546938438,199101,2,"1991012"
1242,199101,4,"1991014"
53.9199981689453,199101,5,"1991015"
406.08,199101,6,"1991016"
83.7099914550781,199101,7,"1991017"
1319.57,199101,8,"1991018"
81.6400146484375,199101,9,"1991019"
105.506813049316,199101,11,"19910111"
3480.696,199101,12,"19910112"
288.401529639554,199101,13,"19910113"
120.184363174603,199101,14,"19910114"
39.3800010681152,199101,17,"19910117"
468.040826,199101,18,"19910118"
207.50780496875,199101,19,"19910119"
8.79999923706055,199101,20,"19910120"
625.485507246375,199101,21,"19910121"
236.190002441406,199101,22,"19910122"
111.333320617676,199101,23,"19910123"
1.10923913043478,199101,24,"19910124"
4.76999998092651,199101,25,"19910125"
319.469625495691,199101,26,"19910126"
0,199101,27,"19910127"
0,199101,30,"19910130"
92.0363780002353,199102,2,"1991022"
1215,199102,4,"1991024"
52.4599990844727,199102,5,"1991025"
404.94,199102,6,"1991026"
84.8800048828125,199102,7,"1991027"
1668.75,199102,8,"1991028"
75.8999938964844,199102,9,"1991029"
106.294166564941,199102,11,"19910211"
3538.314,199102,12,"19910212"
279.311510080714,199102,13,"19910213"
106.665734603175,199102,14,"19910214"
38.4900016784668,199102,17,"19910217"
470.68637,199102,18,"19910218"
210.12605508125,199102,19,"19910219"
8.5099983215332,199102,20,"19910220"
593.75,199102,21,"19910221"
200.350006103516,199102,22,"19910222"
113.905372619629,199102,23,"19910223"
1.089,199102,24,"19910224"
4.82999992370605,199102,25,"19910225"
323.228091677993,199102,26,"19910226"
0,199102,27,"19910227"
0,199102,30,"19910230"
88.0936313727235,199103,2,"1991032"
1211,199103,4,"1991034"
52.1300010681152,199103,5,"1991035"
397.32,199103,6,"1991036"
84.2300109863281,199103,7,"1991037"
1700,199103,8,"1991038"
76.6000061035156,199103,9,"1991039"
109.049957275391,199103,11,"19910311"
3295.728,199103,12,"19910312"
287.575164225114,199103,13,"19910313"
109.876408888889,199103,14,"19910314"
37.7599983215332,199103,17,"19910317"
483.91409,199103,18,"19910318"
213.31848285,199103,19,"19910319"
9.13999938964844,199103,20,"19910320"
571.357142857143,199103,21,"19910321"
184.740005493164,199103,22,"19910322"
119.416923522949,199103,23,"19910323"
1.21559523809523,199103,24,"19910324"
4.98999977111816,199103,25,"19910325"
328.239379921063,199103,26,"19910326"
0,199103,27,"19910327"
0,199103,30,"19910330"
85.1514851640752,199104,2,"1991042"
1144,199104,4,"1991044"
52.3800010681152,199104,5,"1991045"
411.23,199104,6,"1991046"
83.4299926757813,199104,7,"1991047"
1543.18,199104,8,"1991048"
86.4500122070313,199104,9,"1991049"
110.231010437012,199104,11,"19910411"
3149.82,199104,12,"19910412"
263.610567206355,199104,13,"19910413"
107.660855873016,199104,14,"19910414"
37.3300018310547,199104,17,"19910417"
472.009142,199104,18,"19910418"
215.89079875,199104,19,"19910419"
8.5099983215332,199104,20,"19910420"
556.469696969696,199104,21,"19910421"
182.039993286133,199104,22,"19910422"
120.886665344238,199104,23,"19910423"
1.24829545454545,199104,24,"19910424"
4.69000005722046,199104,25,"19910425"
365.824041744085,199104,26,"19910426"
0,199104,27,"19910427"
0,199104,30,"19910430"
85.2979558684412,199105,2,"1991052"
1063.39990234375,199105,4,"1991054"
48.25,199105,5,"1991055"
435.03,199105,6,"1991056"
84.1700134277344,199105,7,"1991057"
982.61,199105,8,"1991058"
88.7200012207031,199105,9,"1991059"
105.735160827637,199105,11,"19910511"
3107.34,199105,12,"19910512"
262.784201791915,199105,13,"19910513"
106.928596825397,199105,14,"19910514"
37.2290000915527,199105,17,"19910517"
443.569544,199105,18,"19910518"
210.654298525,199105,19,"19910519"
7.58809995651245,199105,20,"19910520"
566.695652173913,199105,21,"19910521"
173.487503051758,199105,22,"19910522"
122.036750793457,199105,23,"19910523"
1.2666304347826,199105,24,"19910524"
4.64580011367798,199105,25,"19910525"
371.87515547503,199105,26,"19910526"
0,199105,27,"19910527"
0,199105,30,"19910530"
71.2807629615729,199106,2,"1991062"
1041.47998046875,199106,4,"1991064"
47.0999984741211,199106,5,"1991065"
415.22,199106,6,"1991066"
83.8399963378906,199106,7,"1991067"
1000,199106,8,"1991068"
86.7000122070313,199106,9,"1991069"
105.113136291504,199106,11,"19910611"
2965.842,199106,12,"19910612"
256.999643890835,199106,13,"19910613"
104.806923174603,199106,14,"19910614"
37.939998626709,199106,17,"19910617"
432.987368,199106,18,"19910618"
208.8628642375,199106,19,"19910619"
9.20000076293945,199106,20,"19910620"
588.683333333332,199106,21,"19910621"
163.710006713867,199106,22,"19910622"
120.151794433594,199106,23,"19910623"
1.14525,199106,24,"19910624"
4.46000003814697,199106,25,"19910625"
340.604727543542,199106,26,"19910626"
0,199106,27,"19910627"
0,199106,30,"19910630"
72.271881513897,199107,2,"1991072"
996.855224609375,199107,4,"1991074"
46.4390678405762,199107,5,"1991075"
438.36,199107,6,"1991076"
81.0249938964844,199107,7,"1991077"
938.04,199107,8,"1991078"
83.9066772460938,199107,9,"1991079"
105.72989654541,199107,11,"19910711"
2966.346,199107,12,"19910712"
281.790606324034,199107,13,"19910713"
92.2646399999999,199107,14,"19910714"
37.3133125305176,199107,17,"19910717"
419.98011,199107,18,"19910718"
199.10184408125,199107,19,"19910719"
10.3219985961914,199107,20,"19910720"
579.224637681158,199107,21,"19910721"
152.346099853516,199107,22,"19910722"
118.209587097168,199107,23,"19910723"
1.22260869565217,199107,24,"19910724"
4.54850006103516,199107,25,"19910725"
337.479860213505,199107,26,"19910726"
0,199107,27,"19910727"
0,199107,30,"19910730"
67.058534779335,199108,2,"1991082"
1136.35131835938,199108,4,"1991084"
46.6101989746094,199108,5,"1991085"
437.68,199108,6,"1991086"
73.4700012207031,199108,7,"1991087"
826.14,199108,8,"1991088"
77.5199890136719,199108,9,"1991089"
110.118812561035,199108,11,"19910811"
3030.12,199108,12,"19910812"
279.311510080714,199108,13,"19910813"
77.7884419047619,199108,14,"19910814"
37.0496864318848,199108,17,"19910817"
445.33324,199108,18,"19910818"
208.081982625,199108,19,"19910819"
9.58829879760742,199108,20,"19910820"
575.613636363636,199108,21,"19910821"
162.122497558594,199108,22,"19910822"
125.326843261719,199108,23,"19910823"
1.26897727272727,199108,24,"19910824"
4.76000022888184,199108,25,"19910825"
337.216090090299,199108,26,"19910826"
0,199108,27,"19910827"
0,199108,30,"19910830"
67.4261083743842,199109,2,"1991092"
1273.31982421875,199109,4,"1991094"
48.1064987182617,199109,5,"1991095"
389.55,199109,6,"1991096"
70.3250122070313,199109,7,"1991097"
750,199109,8,"1991098"
74.0476379394531,199109,9,"1991099"
108.853126525879,199109,11,"19910911"
3102.606,199109,12,"19910912"
266.916028864115,199109,13,"19910913"
73.2071288888888,199109,14,"19910914"
36.7922973632813,199109,17,"19910917"
451.726638,199109,18,"19910918"
216.23530534375,199109,19,"19910919"
9.29550170898438,199109,20,"19910920"
600.460317460316,199109,21,"19910921"
174.291198730469,199109,22,"19910922"
135.37287902832,199109,23,"19910923"
1.23321428571428,199109,24,"19910924"
4.82445812225342,199109,25,"19910925"
313.958707165643,199109,26,"19910926"
0,199109,27,"19910927"
0,199109,30,"19910930"
68.2080132829313,199110,2,"1991102"
1304.39990234375,199110,4,"1991104"
47.4781799316406,199110,5,"1991105"
408.23,199110,6,"1991106"
67.9400024414063,199110,7,"1991107"
740.43,199110,8,"1991108"
75.3636474609375,199110,9,"1991109"
109.523323059082,199110,11,"19911011"
3100.446,199110,12,"19911012"
285.096067981794,199110,13,"19911013"
59.9889142857143,199110,14,"19911014"
37.5064506530762,199110,17,"19911017"
431.664596,199110,18,"19911018"
205.7393377875,199110,19,"19911019"
9.12588119506836,199110,20,"19911020"
600.840579710144,199110,21,"19911021"
185.853500366211,199110,22,"19911022"
146.887191772461,199110,23,"19911023"
1.31423913043478,199110,24,"19911024"
4.83211088180542,199110,25,"19911025"
308.386807048884,199110,26,"19911026"
0,199110,27,"19911027"
0,199110,30,"19911030"
73.2991241263381,199111,2,"1991112"
1316.93505859375,199111,4,"1991114"
51.6877784729004,199111,5,"1991115"
428.37,199111,6,"1991116"
64.1000061035156,199111,7,"1991117"
714.76,199111,8,"1991118"
75.2631530761719,199111,9,"1991119"
106.797866821289,199111,11,"19911111"
3199.41,199111,12,"19911112"
299.144280027274,199111,13,"19911113"
55.7267911111111,199111,14,"19911114"
36.9551887512207,199111,17,"19911117"
418.436876,199111,18,"19911118"
205.67043646875,199111,19,"19911119"
8.63299942016602,199111,20,"19911120"
605.134920634919,199111,21,"19911121"
197.070007324219,199111,22,"19911122"
149.536529541016,199111,23,"19911123"
1.27928571428571,199111,24,"19911124"
4.78947353363037,199111,25,"19911125"
307.5678159184,199111,26,"19911126"
0,199111,27,"19911127"
0,199111,30,"19911130"
75.4342323470368,199112,2,"1991122"
1366.60913085938,199112,4,"1991124"
51.4295234680176,199112,5,"1991125"
426.62,199112,6,"1991126"
61.7625007629395,199112,7,"1991127"
650,199112,8,"1991128"
71.2857055664063,199112,9,"1991129"
106.720680236816,199112,11,"19911211"
3281.67,199112,12,"19911212"
310.713395829434,199112,13,"19911213"
52.8916342857143,199112,14,"19911214"
35.7230834960938,199112,17,"19911217"
421.964268,199112,18,"19911218"
204.15460745625,199112,19,"19911219"
9.00190353393555,199112,20,"19911220"
581.659090909091,199112,21,"19911221"
198.630004882813,199112,22,"19911222"
160.836669921875,199112,23,"19911223"
1.31238636363636,199112,24,"19911224"
4.8899998664856,199112,25,"19911225"
295.39959813434,199112,26,"19911226"
0,199112,27,"19911227"
0,199112,30,"19911230"
73.4190150532563,199201,2,"1992012"
1281.56811523438,199201,4,"1992014"
48.8163636363636,199201,5,"1992015"
405.89,199201,6,"1992016"
59.6199989318848,199201,7,"1992017"
661.96,199201,8,"1992018"
70.7045593261719,199201,9,"1992019"
109.586357116699,199201,11,"19920111"
3261.654,199201,12,"19920112"
316.497953730514,199201,13,"19920113"
51.7650819047619,199201,14,"19920114"
36.3472557067871,199201,17,"19920117"
420.421034,199201,18,"19920118"
208.61022606875,199201,19,"19920119"
8.42409133911133,199201,20,"19920120"
554.579710144926,199201,21,"19920121"
175.276901245117,199201,22,"19920122"
169.954772949219,199201,23,"19920123"
1.39554347826087,199201,24,"19920124"
5.07999992370605,199201,25,"19920125"
297.044041788383,199201,26,"19920126"
0,199201,27,"19920127"
0,199201,30,"19920130"
71.2807388449983,199202,2,"1992022"
1191.04858398438,199202,4,"1992024"
43.5925,199202,5,"1992025"
387.36,199202,6,"1992026"
56.2999992370605,199202,7,"1992027"
675,199202,8,"1992028"
67.8421020507813,199202,9,"1992029"
113.921257019043,199202,11,"19920211"
3198.402,199202,12,"19920212"
315.671588316074,199202,13,"19920213"
54.7316698412698,199202,14,"19920214"
36.7998466491699,199202,17,"19920217"
424.38935,199202,18,"19920218"
211.1595748625,199202,19,"19920219"
7.84299993515015,199202,20,"19920220"
525.666666666665,199202,21,"19920221"
162.506301879883,199202,22,"19920222"
177.130599975586,199202,23,"19920223"
1.57775,199202,24,"19920224"
5.29736852645874,199202,25,"19920225"
341.894979804428,199202,26,"19920226"
0,199202,27,"19920227"
0,199202,30,"19920230"
72.6449468693306,199203,2,"1992032"
1127.96362304688,199203,4,"1992034"
42.5095454545454,199203,5,"1992035"
384.56,199203,6,"1992036"
55.3250007629395,199203,7,"1992037"
660.23,199203,8,"1992038"
69.7727355957031,199203,9,"1992039"
116.684593200684,199203,11,"19920311"
3104.064,199203,12,"19920312"
327.240704118234,199203,13,"19920313"
52.3846857142857,199203,14,"19920314"
37.5077896118164,199203,17,"19920317"
446.43555,199203,18,"19920318"
216.14343691875,199203,19,"19920319"
8.25045394897461,199203,20,"19920320"
566.878787878787,199203,21,"19920321"
165.436996459961,199203,22,"19920322"
169.350738525391,199203,23,"19920323"
1.51454545454545,199203,24,"19920324"
5.44000005722046,199203,25,"19920325"
341.178568068141,199203,26,"19920326"
0,199203,27,"19920327"
0,199203,30,"19920330"
75.2280701754386,199204,2,"1992042"
1045.48022460938,199204,4,"1992044"
41.9140909090909,199204,5,"1992045"
411.06,199204,6,"1992046"
57.9874992370605,199204,7,"1992047"
645.45,199204,8,"1992048"
75.952392578125,199204,9,"1992049"
109.055137634277,199204,11,"19920411"
3161.988,199204,12,"19920412"
333.025262019313,199204,13,"19920413"
50.263012063492,199204,14,"19920414"
38.9329795837402,199204,17,"19920417"
430.121362,199204,18,"19920418"
211.2973775,199204,19,"19920419"
9.45571517944336,199204,20,"19920420"
582.810606060605,199204,21,"19920421"
192.865097045898,199204,22,"19920422"
159.931198120117,199204,23,"19920423"
1.38375,199204,24,"19920424"
4.98000001907349,199204,25,"19920425"
352.12420616967,199204,26,"19920426"
0,199204,27,"19920427"
0,199204,30,"19920430"
84.7789824854045,199205,2,"1992052"
995.311279296875,199205,4,"1992054"
38.147619047619,199205,5,"1992055"
405.58,199205,6,"1992056"
60.5900001525879,199205,7,"1992057"
630,199205,8,"1992058"
80,199205,9,"1992059"
109.177909851074,199205,11,"19920511"
3259.134,199205,12,"19920512"
323.935242460474,199205,13,"19920513"
64.1571580952381,199205,14,"19920514"
39.3038864135742,199205,17,"19920517"
454.15172,199205,18,"19920518"
220.36938446875,199205,19,"19920519"
9.61333465576172,199205,20,"19920520"
566.230158730158,199205,21,"19920521"
211.216506958008,199205,22,"19920522"
149.689117431641,199205,23,"19920523"
1.41107142857142,199205,24,"19920524"
4.98000001907349,199205,25,"19920525"
367.358832881335,199205,26,"19920526"
0,199205,27,"19920527"
0,199205,30,"19920530"
84.8923214923717,199206,2,"1992062"
962.632080078125,199206,4,"1992064"
37.1904545454545,199206,5,"1992065"
450.3,199206,6,"1992066"
63.8875007629395,199206,7,"1992067"
632.73,199206,8,"1992068"
85.2742062770954,199206,9,"1992069"
110.201927185059,199206,11,"19920611"
3335.562,199206,12,"19920612"
333.851627433753,199206,13,"19920613"
60.9840355555555,199206,14,"19920614"
39.8719711303711,199206,17,"19920617"
467.599902,199206,18,"19920618"
224.3886280625,199206,19,"19920619"
10.347728729248,199206,20,"19920620"
581.51515151515,199206,21,"19920621"
201.557098388672,199206,22,"19920622"
148.665725708008,199206,23,"19920623"
1.35738636363636,199206,24,"19920624"
4.72363615036011,199206,25,"19920625"
364.878690234242,199206,26,"19920626"
0,199206,27,"19920627"
0,199206,30,"19920630"
77.3722794785143,199207,2,"1992072"
1105.23828125,199207,4,"1992074"
39.0978260869565,199207,5,"1992075"
456.72,199207,6,"1992076"
65.2900085449219,199207,7,"1992077"
660,199207,8,"1992078"
83.1425104531987,199207,9,"1992079"
102.394058227539,199207,11,"19920711"
3454.2,199207,12,"19920712"
315.671588316074,199207,13,"19920713"
61.0403631746032,199207,14,"19920714"
40.1200256347656,199207,17,"19920717"
425.050736,199207,18,"19920718"
208.10494973125,199207,19,"19920719"
10.3121757507324,199207,20,"19920720"
568.595652173913,199207,21,"19920721"
206.409194946289,199207,22,"19920722"
136.31901550293,199207,23,"19920723"
1.29826086956521,199207,24,"19920724"
4.27909088134766,199207,25,"19920725"
363.085749238768,199207,26,"19920726"
0,199207,27,"19920727"
0,199207,30,"19920730"
77.0425728440675,199208,2,"1992082"
1182.10791015625,199208,4,"1992084"
39.0028571428571,199208,5,"1992085"
424.65,199208,6,"1992086"
59.75,199208,7,"1992087"
660,199208,8,"1992088"
77.185162881731,199208,9,"1992089"
97.5399322509766,199208,11,"19920811"
3490.254,199208,12,"19920812"
315.671588316074,199208,13,"19920813"
65.6216761904762,199208,14,"19920814"
39.8480911254883,199208,17,"19920817"
405.429618,199208,18,"19920818"
202.86844950625,199208,19,"19920819"
9.86476135253906,199208,20,"19920820"
543.490476190476,199208,21,"19920821"
221.060592651367,199208,22,"19920822"
128.168487548828,199208,23,"19920823"
1.22964285714285,199208,24,"19920824"
4.25904750823975,199208,25,"19920825"
351.2456096439,199208,26,"19920826"
0,199208,27,"19920827"
0,199208,30,"19920830"
83.5719545119856,199209,2,"1992092"
1118.927734375,199209,4,"1992094"
40.905,199209,5,"1992095"
395.56,199209,6,"1992096"
56.6500015258789,199209,7,"1992097"
640,199209,8,"1992098"
76.0939489762702,199209,9,"1992099"
98.2166748046875,199209,11,"19920911"
3342.78,199209,12,"19920912"
323.315468399644,199209,13,"19920913"
53.8492038095238,199209,14,"19920914"
39.652172088623,199209,17,"19920917"
414.027636,199209,18,"19920918"
202.8914166125,199209,19,"19920919"
9.31227493286133,199209,20,"19920920"
554.742424242423,199209,21,"19920921"
221.012603759766,199209,22,"19920922"
138.735794067383,199209,23,"19920923"
1.3990909090909,199209,24,"19920924"
4.26047611236572,199209,25,"19920925"
349.29277784465,199209,26,"19920926"
0,199209,27,"19920927"
0,199209,30,"19920930"
82.2079695262572,199210,2,"1992102"
1071.47534179688,199210,4,"1992104"
40.88,199210,5,"1992105"
355.03,199210,6,"1992106"
53.1199989318848,199210,7,"1992107"
640,199210,8,"1992108"
78.2465887871468,199210,9,"1992109"
94.5597686767578,199210,11,"19921011"
2986.236,199210,12,"19921012"
326.414338703794,199210,13,"19921013"
53.7553244444444,199210,14,"19921014"
40.3660621643066,199210,17,"19921017"
413.586712,199210,18,"19921018"
197.67788349375,199210,19,"19921019"
8.7054557800293,199210,20,"19921020"
567.984848484847,199210,21,"19921021"
200.792007446289,199210,22,"19921022"
140.581283569336,199210,23,"19921023"
1.34431818181818,199210,24,"19921024"
4.11409091949463,199210,25,"19921025"
335.471858058003,199210,26,"19921026"
0,199210,27,"19921027"
0,199210,30,"19921030"
82.1175078864353,199211,2,"1992112"
1076.38452148438,199211,4,"1992114"
44.7504761904761,199211,5,"1992115"
326.69,199211,6,"1992116"
52.6875,199211,7,"1992117"
640,199211,8,"1992118"
79.354333389301,199211,9,"1992119"
95.1726608276367,199211,11,"19921111"
2747.898,199211,12,"19921112"
341.288916163713,199211,13,"19921113"
56.0647568253968,199211,14,"19921114"
40.137523651123,199211,17,"19921117"
444.451392,199211,18,"19921118"
205.21109434375,199211,19,"19921119"
8.55952453613281,199211,20,"19921120"
568.190476190476,199211,21,"19921121"
203.638702392578,199211,22,"19921122"
147.574188232422,199211,23,"19921123"
1.40547619047619,199211,24,"19921124"
4.22450017929077,199211,25,"19921125"
320.097833481545,199211,26,"19921126"
0,199211,27,"19921127"
0,199211,30,"19921130"
